Y,X,Stop_ID,plt,weight,Order_ID
37.243319,127.0333293,S_593,0.12,140.0,O_498
37.28405012,127.0126478,S_595,4.29,1142.84,O_499
37.26889118,127.0059534,S_597,3.5,2679.15,O_500
37.27642213,126.9950333,S_599,0.17,100.0,O_501
37.28509296,126.9863043,S_600,0.25,100.0,O_502
37.28150892,127.0246425,S_601,0.3,103.9,O_503
37.27800309,127.0397814,S_603,0.18,36.0,O_504
37.26793766,127.0306632,S_604,2.0,1824.48,O_505
37.27050014,127.0405278,S_605,2.71,592.45,O_506
37.27014851,127.0474375,S_606,0.1,40.0,O_507
37.25644622,127.0431047,S_607,5.8,2038.44,O_508
37.2651192,127.0487056,S_608,0.1,90.0,O_509
37.27349637,127.0532671,S_609,0.6,172.0,O_510
37.2901826,127.0473961,S_610,0.84,210.0,O_511
37.29225606,127.0701048,S_611,0.63,192.0,O_512
37.26634155,127.0805552,S_612,0.45,295.6,O_513
37.24696205,127.0563253,S_613,1.8,663.76,O_514
37.25256289,127.0769161,S_614,1.05,420.0,O_515
37.23778915,127.0608407,S_615,0.1,78.72,O_516
37.23884803,127.051616,S_616,1.08,430.0,O_517
37.65948177,126.8296166,S_617,0.1,47.7,O_518
37.67739647,126.8758551,S_618,0.16,162.53,O_519
37.65294798,126.8329134,S_621,0.72,608.06,O_520
37.6579969,126.9469561,S_622,1.89,1041.37,O_521
37.65258037,126.8937204,S_623,10.0,7200.0,O_522
37.64551107,126.8865439,S_624,0.35,252.0,O_523
37.68801485,126.8625336,S_626,0.49,248.32,O_524
37.64467793,126.8334694,S_628,0.13,92.0,O_525
37.62232049,126.8358861,S_631,0.12,25.14,O_526
37.6151649,126.8330294,S_632,0.12,1.82,O_527
37.62638786,126.8385966,S_633,0.19,47.52,O_528
37.60003849,126.8726436,S_634,0.42,103.6,O_529
37.5855546,126.8751729,S_635,0.17,37.2,O_530
37.67734126,126.8137087,S_636,0.1,72.0,O_531
37.69181748,126.7804395,S_637,1.58,630.0,O_532
37.66408302,126.799862,S_639,0.26,246.0,O_533
37.643913,126.7854948,S_641,0.37,300.0,O_534
37.65581568,126.7897919,S_642,0.12,12.52,O_535
37.65359099,126.7844565,S_643,0.39,8.42,O_536
37.64162878,126.7705294,S_644,0.65,84.98,O_537
37.64988207,126.7783168,S_645,0.12,1.82,O_538
37.70190913,126.8271794,S_646,0.84,449.14,O_539
37.68724049,126.7685472,S_647,0.16,80.0,O_540
37.67697357,126.770239,S_649,0.15,130.5,O_541
37.69431631,126.7684128,S_650,0.53,208.0,O_542
37.67011745,126.7632954,S_651,0.1,68.61,O_543
37.67411499,126.7604795,S_652,0.4,200.0,O_544
37.68297474,126.7551225,S_653,0.14,11.08,O_545
37.67142372,126.73545,S_654,0.3,89.46,O_546
37.69091106,126.7542924,S_655,0.18,70.0,O_547
37.44305053,127.1411825,S_656,0.34,170.0,O_548
37.44353181,127.1488541,S_658,0.3,102.57,O_549
37.44076525,127.126161,S_659,4.99,1410.66,O_550
37.4471328,127.1387102,S_660,0.91,317.63,O_551
37.44534077,127.1330727,S_661,0.23,85.32,O_552
37.4477013,127.1414857,S_662,0.4,400.0,O_553
37.43857117,127.1390283,S_663,5.11,654.1,O_554
37.4373159,127.1287464,S_664,0.13,54.06,O_555
37.44968085,127.1556538,S_665,0.1,84.0,O_556
37.45221307,127.1500716,S_666,0.42,19.44,O_557
37.45490106,127.1609619,S_667,1.0,660.4,O_558
37.46828764,127.1495117,S_669,0.45,98.88,O_559
37.45469569,127.1045037,S_670,0.1,77.42,O_560
37.42884238,127.104861,S_671,0.39,235.0,O_561
37.43533517,127.1381125,S_673,0.14,99.0,O_562
37.44293163,127.1562683,S_674,0.3,180.0,O_563
37.44508402,127.1624469,S_675,1.05,48.04,O_564
37.44627092,127.1640171,S_676,0.69,489.0,O_565
37.45212158,127.1689239,S_677,0.12,150.0,O_566
37.43321057,127.1643838,S_679,0.63,250.0,O_567
37.43890911,127.1583213,S_680,0.18,70.0,O_568
37.43967369,127.1654452,S_681,1.23,745.79,O_569
37.42828434,127.1463625,S_682,0.17,101.99,O_570
37.37021609,127.1311481,S_684,4.17,830.8,O_571
37.37546375,127.1180641,S_685,0.24,144.0,O_572
37.37153366,127.1221424,S_686,0.79,672.0,O_573
37.36686405,127.1261376,S_687,0.1,24.88,O_574
37.37276163,127.1063236,S_689,1.78,1060.0,O_575
37.3660034,127.1152656,S_690,0.34,330.0,O_576
37.36078761,127.1195519,S_691,0.83,540.0,O_577
37.38286138,127.1260486,S_692,0.56,363.0,O_578
37.37605256,127.1346045,S_693,0.2,120.0,O_579
37.39955334,127.127162,S_694,0.16,98.49,O_580
37.39957655,127.1218899,S_695,0.37,191.01,O_581
37.41205083,127.1302356,S_696,2.26,2032.0,O_582
37.40942441,127.1273763,S_697,0.67,659.52,O_583
37.41083275,127.1379404,S_698,0.47,177.6,O_584
37.35163402,127.1070858,S_699,0.8,800.0,O_585
37.34022733,127.1226114,S_700,1.0,1152.0,O_586
37.38992231,127.0986737,S_702,3.49,3114.3,O_587
37.40612665,127.1163078,S_703,1.0,720.0,O_588
37.38853702,127.1108378,S_704,0.14,64.0,O_589
37.39058224,127.0778923,S_705,0.4,240.0,O_590
37.27781781,127.2308231,S_706,0.23,199.2,O_591
37.32953302,127.2423619,S_707,0.34,350.0,O_592
37.11568157,127.1505036,S_709,0.29,62.96,O_593
37.16658943,127.3132646,S_710,0.7,395.05,O_594
37.16340683,127.3753789,S_711,0.73,454.56,O_595
37.2354869,127.2798389,S_712,0.5,149.76,O_596
37.23455978,127.1881482,S_714,0.27,250.0,O_597
37.24963097,127.165158,S_715,5.18,4048.7,O_598
37.25285779,127.21205,S_716,1.02,32.5,O_599
37.23277029,127.219174,S_717,0.11,110.0,O_600
37.27257613,127.1064466,S_718,0.21,35.42,O_601
37.27782133,127.0745334,S_719,0.79,230.24,O_602
37.26668824,127.0918543,S_720,0.27,192.0,O_603
37.27242458,127.1275882,S_721,0.5,259.63,O_604
37.26657957,127.1076939,S_722,0.2,120.0,O_605
37.25395722,127.1082969,S_723,0.96,615.18,O_606
37.23152688,127.1155323,S_724,1.08,275.6,O_607
37.23797804,127.0683832,S_725,2.64,444.14,O_608
37.29676402,127.1189815,S_726,0.17,127.92,O_609
37.3015797,127.117447,S_727,0.1,9.36,O_610
37.27799596,127.1515984,S_728,0.12,43.71,O_611
37.27253257,127.1516873,S_729,0.94,450.9,O_612
37.28107184,127.1442402,S_730,5.8,3224.52,O_613
37.27051314,127.1383972,S_731,0.18,39.6,O_614
37.32795741,127.0950287,S_733,0.11,156.0,O_615
37.32066575,127.0836395,S_735,7.45,6644.58,O_616
37.33105012,127.1139969,S_736,0.18,11.0,O_617
37.32798643,127.1141859,S_738,5.05,685.38,O_618
37.34181687,127.0992209,S_739,0.14,64.8,O_619
37.30462736,127.0811467,S_740,9.38,7161.18,O_620
37.31036044,127.0865294,S_741,2.0,746.3,O_621
37.31648737,127.0690037,S_743,1.18,242.75,O_622
37.4874893,126.7870458,S_744,0.1,39.11,O_623
37.49673391,126.7875099,S_745,0.23,65.4,O_624
37.50605015,126.7625911,S_747,0.99,673.92,O_625
37.48243727,126.7790032,S_749,0.11,39.6,O_626
37.48004709,126.7999473,S_750,1.32,697.16,O_627
37.51677046,126.8031788,S_752,1.25,0.04,O_628
37.52834682,126.7960266,S_753,0.53,538.15,O_629
37.31032626,126.8661995,S_754,0.1,20.0,O_630
37.30544944,126.8608413,S_755,0.13,102.8,O_631
37.29710511,126.851049,S_756,0.14,32.0,O_632
37.28980955,126.8518788,S_757,0.74,165.12,O_633
37.28510646,126.8642496,S_759,0.1,53.02,O_634
37.29630048,126.8722474,S_760,0.15,108.88,O_635
37.33167223,126.8610096,S_762,3.0,2224.8,O_636
37.33370457,126.8568339,S_763,2.51,1932.96,O_637
37.32064549,126.8495165,S_764,0.25,44.76,O_638
37.30605199,126.9021677,S_765,0.73,302.19,O_639
37.36187569,126.8733522,S_766,0.18,101.04,O_640
37.34177726,126.8255506,S_767,0.15,19.42,O_641
37.32707575,126.8191722,S_768,0.12,62.88,O_642
37.32385698,126.8376159,S_769,3.55,2550.57,O_643
37.31028096,126.8243856,S_770,0.23,94.28,O_644
37.33328929,126.79087,S_771,0.81,525.0,O_645
37.32808335,126.7970462,S_772,13.77,5802.12,O_646
37.30997511,126.8168663,S_774,0.41,315.09,O_647
37.3343098,126.8044121,S_775,1.26,733.01,O_648
37.33836025,126.8029217,S_776,0.19,190.0,O_649
37.34504684,126.812543,S_777,0.15,105.0,O_650
37.5855713,127.2164326,S_779,0.17,20.56,O_651
37.72632836,127.189863,S_780,0.13,8.4,O_652
37.65464174,127.1776871,S_782,0.34,91.72,O_653
37.69857479,127.2048424,S_783,0.59,132.0,O_654
37.64898445,127.1446679,S_784,2.63,2384.0,O_655
37.70361668,127.3259212,S_786,0.3,208.28,O_656
37.53588277,127.3034549,S_787,0.47,184.96,O_657
37.65456793,127.2489488,S_788,0.32,72.0,O_658
37.6484036,127.2361037,S_789,0.39,107.72,O_659
37.63208243,127.2056676,S_790,0.86,57.1,O_660
37.61635592,127.1871418,S_791,0.37,138.0,O_661
37.61390327,127.1553445,S_792,0.11,96.02,O_662
37.6076511,127.1695076,S_793,0.28,233.4,O_663
37.64616615,127.1218825,S_794,1.76,995.29,O_664
37.39910194,126.9258995,S_795,0.26,128.0,O_665
37.4050866,126.917832,S_796,0.33,217.6,O_666
37.39628324,126.914745,S_797,0.17,39.19,O_667
37.39429847,126.9208441,S_799,0.13,129.52,O_668
37.39006762,126.9305797,S_800,0.13,44.05,O_669
37.39146476,126.933741,S_801,1.07,451.44,O_670
37.38419674,126.9321362,S_802,0.14,11.4,O_671
37.39147219,126.908423,S_803,0.14,109.0,O_672
37.41962526,126.9106255,S_804,0.51,62.49,O_673
37.41386797,126.909374,S_805,2.25,1219.19,O_674
37.40920979,126.8994447,S_806,0.12,50.36,O_675
37.40365179,126.9091723,S_807,3.81,374.68,O_676
37.40195985,126.9047083,S_808,0.1,40.0,O_677
37.39978615,126.9337385,S_809,0.28,160.4,O_678
37.39794469,126.9388492,S_810,0.1,50.16,O_679
37.4040587,126.9455656,S_811,0.19,104.66,O_680
37.39367164,126.9471701,S_812,0.33,76.28,O_681
37.39609732,126.9501774,S_813,5.38,2595.61,O_682
37.40615135,126.9614643,S_814,0.11,110.0,O_683
37.4022796,126.970997,S_815,2.61,837.78,O_684
37.39873555,126.9594648,S_816,0.72,463.82,O_685
37.39465532,126.9770838,S_817,0.4,288.0,O_686
37.39039994,126.9642711,S_818,0.4,35.18,O_687
37.38552318,126.969499,S_819,0.4,128.82,O_688
37.37086432,126.9583076,S_820,0.63,159.84,O_689
37.38643152,126.9452976,S_821,0.24,76.08,O_690
37.3676845,126.9587908,S_822,0.3,300.0,O_691
37.38180475,126.9563165,S_824,2.38,692.26,O_692
37.37614513,126.9661676,S_825,0.11,0.78,O_693
37.22022743,126.9502631,S_826,0.2,50.0,O_694
37.08982591,126.8153621,S_827,5.0,4946.4,O_695
37.21176342,126.8237702,S_829,3.15,2268.0,O_696
37.25235135,126.9091344,S_830,0.17,76.4,O_697
37.205486,126.7696448,S_832,1.59,2860.0,O_698
37.21784005,126.7391625,S_833,0.12,64.37,O_699
37.16658869,126.7087711,S_834,0.24,152.2,O_700
37.16223388,126.9049013,S_835,0.46,389.72,O_701
37.08167052,126.9454844,S_837,1.0,1000.0,O_702
37.16027294,126.9711097,S_838,0.31,60.0,O_703
37.28124581,126.8187163,S_839,0.38,300.0,O_704
37.21333345,127.0350032,S_840,0.15,128.8,O_705
37.20687016,127.0372758,S_841,0.1,30.4,O_706
37.21147771,127.0430227,S_842,0.18,105.0,O_707
37.23313853,127.0605908,S_843,0.23,51.26,O_708
37.22428167,126.9845288,S_844,0.35,374.8,O_709
37.20609243,127.0148686,S_845,0.16,27.33,O_710
37.20645935,127.071923,S_846,0.45,72.0,O_711
37.19694455,127.0723124,S_847,0.5,303.75,O_712
37.20994358,127.0587656,S_848,4.0,2049.41,O_713
37.21026367,127.1039656,S_850,0.1,64.19,O_714
37.19146381,127.0901757,S_851,0.69,354.0,O_715
37.17054785,127.1104567,S_852,0.14,5.0,O_716
37.1622997,127.105276,S_853,0.38,210.0,O_717
36.96517665,127.0623454,S_854,0.3,300.0,O_718
36.98562396,126.9319962,S_855,0.1,58.94,O_719
36.9828199,126.8853101,S_856,0.78,293.22,O_720
37.10008498,127.0908889,S_857,2.09,868.87,O_721
37.10824135,127.0353324,S_858,0.49,189.94,O_722
37.04007247,126.9345821,S_861,1.0,896.0,O_723
37.05555845,127.0560539,S_863,1.05,256.82,O_724
37.0677688,127.0546908,S_864,1.16,510.18,O_725
37.04440469,127.0948511,S_865,0.45,432.0,O_726
37.0774061,127.0575823,S_866,0.1,105.34,O_727
37.08165063,127.0602332,S_867,6.64,0.46,O_728
37.0839629,127.0523885,S_868,0.1,100.0,O_729
37.07645155,127.0524347,S_869,1.24,744.0,O_730
36.99003881,127.0926502,S_870,0.54,216.86,O_731
36.98927797,127.0804967,S_871,2.73,320.28,O_732
37.00079812,127.0872779,S_872,0.16,90.72,O_733
37.01093959,127.1121799,S_873,0.16,93.0,O_734
36.99030711,127.1117539,S_874,0.2,312.0,O_735
36.99995521,127.0824189,S_875,0.34,198.0,O_736
36.99757234,127.1337314,S_876,0.63,381.0,O_737
37.01522983,127.1034274,S_877,1.2,172.8,O_738
37.74644875,127.0476178,S_879,0.23,231.0,O_739
37.74078126,127.0427874,S_880,0.11,21.54,O_740
37.732282,127.0491381,S_881,0.43,288.0,O_741
37.72640948,127.0542646,S_882,0.12,43.71,O_742
37.71199191,127.048759,S_883,0.92,703.2,O_743
37.72645877,127.0431115,S_884,0.33,110.04,O_744
37.73153905,127.0567887,S_885,0.83,435.2,O_745
37.7436179,127.0579061,S_886,0.18,172.04,O_746
37.73115271,127.0868172,S_887,0.11,108.0,O_747
37.73974459,127.0900012,S_888,0.31,128.98,O_748
37.75031395,127.0581527,S_889,2.45,1595.92,O_749
37.75060027,127.0386437,S_890,4.26,119.08,O_750
37.74627859,127.0307081,S_891,2.0,1792.0,O_751
37.76015774,127.0323235,S_892,0.48,440.0,O_752
37.44850809,126.7846944,S_893,1.91,213.14,O_753
37.4354743,126.7817918,S_894,0.15,72.0,O_754
37.40617922,126.7846121,S_895,12.08,6109.77,O_755
37.43644671,126.7979837,S_896,0.44,330.0,O_756
37.41800923,126.8153434,S_897,0.13,96.0,O_757
37.38165404,126.8587492,S_898,0.2,59.52,O_758
37.34940868,126.7460656,S_900,0.16,48.3,O_759
37.34025993,126.7439835,S_901,0.21,151.04,O_760
37.3510394,126.728949,S_902,0.13,56.66,O_761
37.3576114,126.7264502,S_903,0.73,454.56,O_762
37.3655036,126.7322533,S_904,1.2,324.3,O_763
37.37170497,126.7357332,S_905,1.0,720.0,O_764
37.43687441,126.8328888,S_907,1.41,782.88,O_765
37.38153011,126.8034548,S_908,0.1,100.0,O_766
37.36641994,126.8159456,S_909,0.25,168.0,O_767
37.38889395,126.7423901,S_910,9.0,3456.0,O_768
37.37748184,126.7880785,S_911,0.94,206.16,O_769
37.85654905,126.7909555,S_912,0.39,129.0,O_770
37.74328236,126.8098644,S_913,0.33,76.28,O_771
37.84916518,126.8823945,S_914,3.67,1318.17,O_772
37.77616345,126.8512198,S_916,2.0,1440.0,O_773
37.80246048,126.7161233,S_917,0.32,177.7,O_774
37.79929135,126.7891973,S_918,4.39,2690.0,O_775
37.95428412,126.9176152,S_919,0.39,107.72,O_776
37.92188568,126.837603,S_920,5.81,5518.4,O_777
37.75302558,126.746896,S_921,0.11,120.0,O_778
37.72410397,126.7515033,S_922,0.44,297.02,O_779
37.71711557,126.743626,S_924,1.0,1000.0,O_780
37.76634582,126.7759723,S_925,0.28,140.0,O_781
37.75158647,126.7771997,S_926,0.28,160.4,O_782
37.77141527,126.778354,S_927,0.14,39.02,O_783
37.6917908,126.5972956,S_928,0.38,146.4,O_784
37.60330465,126.7709491,S_929,0.21,144.0,O_785
37.65720114,126.6254312,S_930,1.79,1910.0,O_786
37.64909142,126.5819003,S_931,0.12,72.0,O_787
37.71513768,126.5528425,S_932,0.17,149.64,O_788
37.72017754,126.6313364,S_933,0.3,69.51,O_789
37.62756741,126.7057384,S_934,0.1,46.84,O_790
37.65230612,126.6716999,S_935,1.82,1257.15,O_791
37.60214912,126.7220352,S_937,3.95,2042.92,O_792
37.64647889,126.6236797,S_939,0.38,48.0,O_793
37.64111443,126.6439911,S_941,1.0,810.0,O_794
37.48335674,126.8559232,S_942,0.2,200.0,O_795
37.48335674,126.8559232,S_943,0.2,23.04,O_796
37.48021789,126.856949,S_944,0.18,91.81,O_797
37.47713341,126.8563141,S_945,2.69,1020.69,O_798
37.47876808,126.8475135,S_946,0.1,62.46,O_799
37.47105755,126.848664,S_947,0.24,144.0,O_800
37.46938912,126.8530707,S_948,0.7,151.2,O_801
37.49081757,126.8679025,S_949,0.14,11.4,O_802
37.47694723,126.8722074,S_951,0.8,185.8,O_803
37.46512676,126.8690487,S_953,0.14,64.8,O_804
37.46470394,126.874724,S_954,1.32,261.97,O_805
37.45871347,126.8816192,S_955,0.2,72.0,O_806
37.46571127,126.8777311,S_956,5.48,2125.16,O_807
37.45222291,126.8849694,S_957,0.67,208.95,O_808
37.43211592,126.880213,S_958,0.31,173.59,O_809
37.41546028,126.8513462,S_960,1.19,185.58,O_810
37.36613244,127.2286186,S_961,0.1,89.5,O_811
37.38524458,127.2879437,S_962,0.13,8.4,O_812
37.35093259,127.3523771,S_963,0.59,417.0,O_813
37.30481922,127.3311703,S_964,0.33,148.99,O_814
37.4633815,127.2442807,S_967,1.06,780.0,O_815
37.41085851,127.2572906,S_968,4.1,1230.0,O_816
37.39987292,127.2702267,S_969,0.56,480.0,O_817
37.41969131,127.2461005,S_970,0.33,320.0,O_818
37.41969131,127.2461005,S_971,10.0,6283.4,O_819
37.39201632,127.2296807,S_972,0.12,77.56,O_820
37.38903241,127.2298175,S_973,0.13,100.0,O_821
37.35361204,126.9455589,S_974,0.2,17.28,O_822
37.34634696,126.94308,S_975,0.12,86.0,O_823
37.37336832,126.9385758,S_976,0.25,164.4,O_824
37.36540019,126.9392714,S_978,1.0,540.0,O_825
37.35843909,126.9390402,S_979,1.43,1045.85,O_826
37.35103214,126.9295372,S_980,0.23,212.16,O_827
37.35606667,126.9210368,S_981,0.36,80.0,O_828
37.36208607,126.927942,S_983,0.47,290.0,O_829
37.33028283,126.9153444,S_984,1.34,494.52,O_830
37.31622446,126.9238208,S_985,0.86,448.19,O_831
37.15235202,127.0732064,S_986,1.0,504.0,O_832
37.13865105,127.0717203,S_987,0.58,483.6,O_833
37.15458776,127.0634543,S_988,1.0,240.0,O_834
37.17664285,127.0545674,S_989,1.7,1318.35,O_835
37.18830046,127.0408252,S_990,0.17,75.0,O_836
37.14019607,127.0441039,S_991,0.74,496.8,O_837
37.11494247,127.6168355,S_992,0.7,709.0,O_838
37.28363373,127.4872921,S_993,0.56,170.46,O_839
37.30623232,127.4042463,S_994,0.24,250.22,O_840
37.33908652,127.4907291,S_995,1.2,324.3,O_841
37.22272225,127.4249087,S_996,1.03,187.74,O_842
37.24897314,127.3579683,S_997,0.18,106.62,O_843
37.22987622,127.4923881,S_998,0.17,16.41,O_844
37.17180694,127.4801037,S_999,0.18,116.72,O_845
37.13236181,127.5219963,S_1000,0.96,318.0,O_846
37.09431119,127.5464538,S_1001,1.43,611.7,O_847
37.28288736,127.4411466,S_1002,2.0,1500.38,O_848
37.27823858,127.4410727,S_1004,0.26,91.12,O_849
37.28265925,127.438227,S_1005,4.09,2635.22,O_850
37.0230248,127.2908741,S_1007,0.17,100.0,O_851
36.94330615,127.2595512,S_1009,3.0,1588.5,O_852
36.97525445,127.2148414,S_1010,3.01,1250.76,O_853
37.01242783,127.2379048,S_1011,0.17,19.2,O_854
37.06005113,127.1946201,S_1012,0.17,200.0,O_855
37.03957521,127.1294469,S_1013,0.41,49.28,O_856
37.09056761,127.477036,S_1014,0.27,231.7,O_857
37.07319344,127.3749468,S_1016,0.97,444.0,O_858
37.08269481,127.2634588,S_1017,0.23,78.68,O_859
37.00567175,127.2742665,S_1018,11.39,3578.41,O_860
37.00055641,127.2697871,S_1019,0.38,190.0,O_861
37.01423479,127.2577401,S_1020,0.5,300.0,O_862
37.79478033,126.9852909,S_1021,0.16,111.8,O_863
37.875102,127.0244053,S_1022,0.39,101.08,O_864
37.89761341,126.9768945,S_1023,0.42,168.91,O_865
37.82459293,126.9836295,S_1024,1.03,530.09,O_866
37.77335938,127.0440705,S_1026,0.39,8.42,O_867
37.79689463,127.0803438,S_1027,1.42,1053.38,O_868
37.84705955,127.0646529,S_1028,0.42,284.51,O_869
37.82166172,127.0467604,S_1029,0.71,119.39,O_870
37.83782812,127.0689248,S_1030,1.34,20.48,O_871
37.837243,127.0900776,S_1031,0.8,540.0,O_872
37.63112824,127.1165535,S_1032,0.12,151.12,O_873
37.60123097,127.1276709,S_1035,0.1,24.38,O_874
37.58706434,127.1341579,S_1036,0.14,39.48,O_875
37.59640872,127.1491555,S_1037,0.13,208.0,O_876
37.59319176,127.1400938,S_1038,0.32,170.6,O_877
37.59152048,127.1386678,S_1039,0.12,48.0,O_878
37.82349671,127.1384307,S_1040,0.11,78.59,O_879
37.8889586,127.2177707,S_1041,0.63,192.0,O_880
37.78613867,127.2285903,S_1042,0.22,120.02,O_881
37.84821089,127.1861434,S_1043,0.27,189.0,O_882
37.93368611,127.2264121,S_1044,0.12,1.2,O_883
37.99131124,127.1890866,S_1045,0.29,78.96,O_884
38.00542802,127.2446602,S_1046,0.52,488.59,O_885
37.96127414,127.3172856,S_1047,0.18,81.92,O_886
38.03072042,127.3673066,S_1048,0.16,135.5,O_887
38.08929432,127.2756337,S_1049,5.68,4948.25,O_888
38.15773197,127.2507111,S_1050,0.93,784.75,O_889
37.90119218,127.2880776,S_1051,3.34,1101.96,O_890
37.89821688,127.2003247,S_1052,1.06,914.23,O_891
37.8541363,127.1592045,S_1053,1.67,727.9,O_892
37.34580156,126.9768957,S_1054,0.32,240.0,O_893
37.31873929,126.956765,S_1055,0.27,200.0,O_894
37.35360006,126.9715227,S_1056,0.37,104.01,O_895
37.37828396,126.9755967,S_1057,2.0,2538.82,O_896
37.38752757,126.9816108,S_1058,0.2,55.14,O_897
37.38873127,126.9963688,S_1059,1.2,268.0,O_898
37.51922872,127.2240438,S_1060,0.73,393.19,O_899
37.5416895,127.2139216,S_1062,0.1,90.0,O_900
37.53514319,127.1984489,S_1063,0.9,471.6,O_901
37.54227921,127.1981187,S_1064,0.3,136.4,O_902
37.55251244,127.2047861,S_1065,0.1,40.0,O_903
37.54901882,127.1850909,S_1066,0.1,13.51,O_904
37.56034074,127.1887902,S_1067,0.5,300.0,O_905
37.56718307,127.1860679,S_1068,0.63,154.89,O_906
37.51618877,127.1617354,S_1069,0.18,124.01,O_907
37.47720644,127.1524259,S_1071,0.21,156.0,O_908
37.52216576,127.1941471,S_1072,0.13,72.02,O_909
37.5366037,127.1708579,S_1073,0.15,39.18,O_910
37.20601228,127.6622986,S_1075,2.97,2320.11,O_911
37.2999858,127.5734637,S_1076,0.25,137.93,O_912
37.33330365,127.5414254,S_1077,0.29,207.0,O_913
37.40206306,127.442956,S_1079,0.31,120.0,O_914
37.37507087,127.5865435,S_1080,7.0,6300.0,O_915
37.32905517,127.6790797,S_1081,0.14,100.0,O_916
37.27284624,127.7110728,S_1082,0.64,259.66,O_917
37.29496555,127.6396267,S_1083,0.15,101.35,O_918
37.29868089,127.6293104,S_1084,0.16,40.0,O_919
37.47720344,127.4854783,S_1087,0.13,103.25,O_920
37.51813219,127.4561598,S_1090,0.1,64.19,O_921
37.60658362,127.3487121,S_1091,3.36,56.35,O_922
37.53855944,127.672992,S_1092,0.42,12.8,O_923
37.55625458,127.7107202,S_1093,0.23,0.09,O_924
37.42512212,127.7511876,S_1094,0.13,103.25,O_925
37.47446265,127.6393253,S_1095,0.16,145.0,O_926
37.48666949,127.5957862,S_1096,3.07,942.26,O_927
37.42598763,127.5367961,S_1097,0.36,130.0,O_928
37.90739536,127.0658957,S_1098,0.14,120.0,O_929
37.9011996,127.0498981,S_1099,0.22,64.13,O_930
37.90775602,127.0532387,S_1100,0.5,33.6,O_931
37.89851186,127.062438,S_1102,1.01,668.1,O_932
37.89033083,127.0544489,S_1103,1.72,571.06,O_933
37.92949062,127.0572526,S_1104,0.78,293.22,O_934
37.90537313,127.0442787,S_1105,7.76,5071.06,O_935
37.43319214,126.9934082,S_1106,2.18,1963.5,O_936
37.42417028,126.9937191,S_1108,1.0,896.0,O_937
37.44837398,126.9953952,S_1110,0.28,110.0,O_938
37.42640288,127.0018992,S_1111,1.0,1100.0,O_939
37.82536075,127.5165366,S_1112,0.12,81.0,O_940
37.74044295,127.4241532,S_1114,3.81,374.68,O_941
37.81771876,127.3531912,S_1116,0.44,399.36,O_942
37.88813598,127.5492734,S_1117,1.7,1318.35,O_943
38.10392513,127.0758173,S_1118,1.2,1480.0,O_944
38.02800257,127.0637049,S_1119,0.1,64.68,O_945
38.08518847,127.0190682,S_1120,0.34,340.0,O_946
37.98172744,127.0677696,S_1121,0.32,177.7,O_947
38.02971379,126.9179708,S_1122,2.0,2000.0,O_948
38.04743055,126.9928328,S_1123,0.47,290.0,O_949
38.0581977,127.0128518,S_1124,0.52,139.54,O_950
38.18294289,127.106953,S_1125,2.64,1952.34,O_951
38.13582461,127.0191015,S_1126,0.3,52.1,O_952
37.98176699,126.8842006,S_1127,1.7,1458.0,O_953
37.01522983,127.1034274,S_877,4.28,1483.82,O_954
37.01522983,127.1034274,S_877,0.17,106.77,O_955
37.51710975,126.8995233,S_293,0.1,11.52,O_956
37.51710975,126.8995233,S_293,0.16,86.3,O_957
37.52630091,127.0001827,S_48,0.34,124.5,O_958
37.92188568,126.837603,S_920,0.15,79.54,O_959
37.92188568,126.837603,S_920,0.21,186.0,O_960
37.50304147,127.1230517,S_396,0.17,117.0,O_961
37.50304147,127.1230517,S_396,1.03,620.0,O_962
37.4938915,126.8314768,S_275,0.48,432.0,O_963
37.84705955,127.0646529,S_1028,7.18,6035.7,O_964
37.1622997,127.105276,S_853,0.21,24.0,O_965
37.1622997,127.105276,S_853,0.12,30.0,O_966
37.32798643,127.1141859,S_738,0.23,180.0,O_967
37.27014851,127.0474375,S_606,0.31,165.78,O_968
37.3880856,126.6349147,S_483,0.88,295.68,O_969
37.44837398,126.9953952,S_1110,0.13,35.04,O_970
37.44837398,126.9953952,S_1110,0.22,135.73,O_971
37.48419282,126.9497511,S_323,1.53,784.65,O_972
37.53280626,126.8315273,S_228,0.17,170.0,O_973
37.56015769,126.9955974,S_21,0.22,156.68,O_974
37.56015769,126.9955974,S_21,3.57,455.04,O_975
37.60658362,127.3487121,S_1091,1.22,1009.76,O_976
37.84821089,127.1861434,S_1043,0.77,18.19,O_977
37.84821089,127.1861434,S_1043,0.34,350.22,O_978
37.6014358,127.0166418,S_118,0.2,150.0,O_979
37.6014358,127.0166418,S_118,0.22,45.85,O_980
37.53773446,126.7289786,S_531,0.67,158.0,O_981
37.68646904,126.4798801,S_564,0.59,90.84,O_982
37.47649632,126.9583326,S_327,0.18,117.62,O_983
37.43890911,127.1583213,S_680,0.4,208.3,O_984
37.43890911,127.1583213,S_680,0.92,266.2,O_985
37.18830046,127.0408252,S_990,0.12,31.8,O_986
37.54652678,127.0712676,S_79,0.5,600.0,O_987
37.54652678,127.0712676,S_79,0.18,121.04,O_988
37.54250834,126.9618379,S_39,0.4,58.16,O_989
37.54250834,126.9618379,S_39,0.1,61.05,O_990
37.56406781,127.0555683,S_65,0.12,43.71,O_991
